X.1,X,ID,Duration_in_seconds,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Q26_First_Click,Q26_Last_Click,Q26_Page_Submit,Q26_Click_Count,Briefing_Message,Course_Code,Course_Ratings_Learning_Community,Course_Ratings_Findings,Course_Ratings_Resources,Course_Ratings_Relevant_Assessment,Course_Ratings_Quality,Best_Course_Features,Course_Improvements,Instructor_Ratings_Participation,Instructor_Ratings_Feedback,Instructor_Ratings_Overall,BF,IM,Student_Gender.Female.,Student_Gender.Male,Student_Gender.Unknown,Student_Gender.NA,International,Year,WAM,Ethnicity.Asian,Ethnicity.Hispanic,Ethnicity.Indigenous,Ethnicity.Other,Ethnicity.Pacific,Ethnicity.Persian,Ethnicity.Unanswered,Ethnicity.White,Group,Staff_ID,SF_Gender.Female,SF_Gender.Male.,SF_Gender.NA,SF_Ethnicity.Asian,SF_Ethnicity.White,SF_Ethnicity.NA,SF_Birthplace_Australia,SF_Parent_Birthplace_Australia,SF_Language_English.Primary,SF_Language_English.Secondary,SF_Language_English.NA,SF_Course_Experience,SF_Teaching_Experience,Message_Time,No_WAM,RE
254,306,306,-0.177503987,1,27:00.0,R_vDJBqbTFyfIbdQt,anonymous,EN,"I agree, start questionnaire",7.455,8.969,9.581,4,I have read the above statement,PSYC1011,-1.623466907,1.255755655,-0.66564486,-2.58966449,-0.760372276,NA,NA,0.081729139,-0.908011951,4,NA,NA,0,1,0,0,1,1,-0.011611535,1,0,0,0,0,0,0,0,1,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,2.819923914,1.170076337,-0.125879657,0,STAFF_030 PSYC1011
255,307,307,-0.177503987,1,27:00.0,R_vDJBqbTFyfIbdQt,anonymous,EN,"I agree, start questionnaire",7.455,8.969,9.581,4,I have read the above statement,PSYC1011,-1.623466907,1.255755655,-0.66564486,-2.58966449,-0.760372276,NA,NA,-0.804717673,0.021035026,4,NA,NA,0,1,0,0,1,1,-0.011611535,1,0,0,0,0,0,0,0,1,STAFF_034,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,0.49949428,-0.125879657,0,STAFF_034 PSYC1011
256,308,308,-0.069925922,1,28:00.0,R_VNXa3yXiF9I085X,anonymous,EN,"I agree, start questionnaire",2.309,4.549,17.376,2,I have read the above statement,PSYC1011,-1.623466907,NA,-1.542729853,-2.58966449,-2.559563014,Steve Most putting the effort in the creating high quality lectures.,"there is zero consideration for spaced repetition systems.  SRS pairs nicely with active recall (testing effect) and would be valuable for student learning.

I suggest that the psych faculty look into Anki SRS software to improve learning outcomes.",0.081729139,NA,5,"Brilliant lecturing styles, very energetic and thoughtful of pedagogy. University would feel much more value-for-money with content like his. Often there are youtube videos out there that explain topics way better than any lecturer at Uni. Steve feels like a refreshing exception to that where he wants to be up there with the best explainers.","Learn what Anki is and how it works, and mention it in your future lectures when talking about memory/active recall/studying etc.
Asside from that, Steve is fantastic and I hope to see more of him.",0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,STAFF_012,0,1,0,0,1,0,Yes,Yes - One,1,0,0,0.227472236,0.21210197,-0.020457166,1,STAFF_012 PSYC1011
257,309,309,-0.069925922,1,28:00.0,R_VNXa3yXiF9I085X,anonymous,EN,"I agree, start questionnaire",2.309,4.549,17.376,2,I have read the above statement,PSYC1011,-1.623466907,NA,-1.542729853,-2.58966449,-2.559563014,Steve Most putting the effort in the creating high quality lectures.,"there is zero consideration for spaced repetition systems.  SRS pairs nicely with active recall (testing effect) and would be valuable for student learning.

I suggest that the psych faculty look into Anki SRS software to improve learning outcomes.",-0.804717673,0.021035026,5,"Clean and straightforward lectures that get directly to the point. I have heard students say the Psychobio lectures he did are difficult, and they are, so they may just paint Denovan in a poor light due to that. You guys are probably familiar that course difficulty creates a negative bias in teacher reviews. He's a good lecturer.","Be more specific on content that isn't assessable. For example, if you include a labelled diagram of the hypothalamus, please white out labels that are not assessable, as many students may spend time learning extra information outside of the course when its not necessary. There shouldn't be any ambiguity on whether students need to learn a piece of content or not.
I do like in the neurotransmitters lecture where Denovan placed red circles around some NT's and said ""these are the only ones you need to know"". Do more of that, it's very helpful.

Also, like always, I recommend to every lecturer possible to incorporate spaced repetition systems in to their learning. i.e. create Anki flashcards for the course and upload them to moodle for optional use. Anki flashcards are especially useful for content such as psychobiology.",0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,2.819923914,1.170076337,-0.020457166,1,STAFF_030 PSYC1011
258,311,311,-0.17115809,1,34:00.0,R_W6uycO2CmAcrysV,anonymous,EN,"I agree, start questionnaire",1.213,1.213,6.562,1,I have read the above statement,PSYC1011,0.720237486,0.559999143,-0.66564486,-0.793871778,-0.760372276,"Different lecturers and the variety of interesting, different topics ",n/a,-1.691164484,-1.837058927,4,Getting everyone involved in participation ,na,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,STAFF_012,0,1,0,0,1,0,Yes,Yes - One,1,0,0,0.227472236,0.21210197,-0.345727664,1,STAFF_012 PSYC1011
259,312,312,-0.17115809,1,34:00.0,R_W6uycO2CmAcrysV,anonymous,EN,"I agree, start questionnaire",1.213,1.213,6.562,1,I have read the above statement,PSYC1011,0.720237486,0.559999143,-0.66564486,-0.793871778,-0.760372276,"Different lecturers and the variety of interesting, different topics ",n/a,-0.804717673,-0.908011951,4,He explained everything well so I could understand the contentn,na,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,2.819923914,1.170076337,-0.345727664,1,STAFF_030 PSYC1011
260,313,313,-0.17115809,1,34:00.0,R_W6uycO2CmAcrysV,anonymous,EN,"I agree, start questionnaire",1.213,1.213,6.562,1,I have read the above statement,PSYC1011,0.720237486,0.559999143,-0.66564486,-0.793871778,-0.760372276,"Different lecturers and the variety of interesting, different topics ",n/a,-1.691164484,-1.837058927,3,"quality of teaching, explaining the theories well ",na,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,STAFF_034,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,0.49949428,-0.345727664,1,STAFF_034 PSYC1011
261,314,314,-0.172971203,1,51:00.0,R_Wk7tMbjSfxFMMJr,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,0.559999143,1.088525125,0.104024578,1.038818462,Anne Galea being involved and making this course a beautiful environment for the students to work in and learn.,,-1.691164484,-1.837058927,4,,,1,0,0,0,0,2,0.073539725,0,0,0,0,0,0,0,1,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
262,315,315,-0.172971203,1,51:00.0,R_Wk7tMbjSfxFMMJr,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,0.559999143,1.088525125,0.104024578,1.038818462,Anne Galea being involved and making this course a beautiful environment for the students to work in and learn.,,0.96817595,0.950082003,6,Inclusivity and care for the people she interacts with.,N/A,1,0,0,0,0,2,0.073539725,0,0,0,0,0,0,0,1,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
263,316,316,-0.179619286,1,45:00.0,R_WoHb50bvWa3TT5D,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,CLIM1001,-0.060997312,0.559999143,1.088525125,0.104024578,1.038818462,,,0.96817595,0.950082003,6,engaging with us in forums and discussions ,,1,0,0,0,0,4,-0.011611535,1,0,0,0,0,0,0,0,0,STAFF_014,0,1,0,0,1,0,No,No,1,0,0,0.626310956,-0.36268265,-0.345727664,0,STAFF_014 CLIM1001
264,318,318,-0.141543903,1,20:00.0,R_WrjUdaNDe5ukmuR,anonymous,EN,"""I agree, start questionnaire""",30.15299988,30.15299988,31.38899994,1,I have read the above statement,BIOC2101,-0.060997312,-0.831513879,0.211440132,0.104024578,1.038818462,"""Great Lecturers, interesting content, and considerate staff.""","""The course is good as it is. No idea, sorryy""",-0.804717673,0.021035026,6,Very interesting and logically sound lectures.,Perfect as is,0,1,0,0,0,2,0.712174176,1,0,0,0,0,0,0,0,1,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
265,319,319,-0.141543903,1,20:00.0,R_WrjUdaNDe5ukmuR,anonymous,EN,"""I agree, start questionnaire""",30.15299988,30.15299988,31.38899994,1,I have read the above statement,BIOC2101,-0.060997312,-0.831513879,0.211440132,0.104024578,1.038818462,"""Great Lecturers, interesting content, and considerate staff.""","""The course is good as it is. No idea, sorryy""",0.96817595,0.021035026,6,Mrs. Anne is very very considerate which is extremely amazing quality.,Perfect as is ,0,1,0,0,0,2,0.712174176,1,0,0,0,0,0,0,0,1,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
266,320,320,-0.164963286,1,51:00.0,R_XmPgrSoKwpmjUsx,anonymous,ZH-S,"I agree, start questionnaire",0.167,5.309,6.539,6,I have read the above statement,MATH1081,-0.060997312,0.559999143,0.211440132,-0.793871778,0.139223093,course resource,pace too fast,0.081729139,0.021035026,5,brain storm,lecture may be a little fast,1,0,0,0,1,1,-0.650245987,1,0,0,0,0,0,0,0,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,0.400942382,0,STAFF_08 MATH1081
267,322,322,-0.147134337,1,36:00.0,R_XnRMYHDXsNA4hQl,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,-0.842232109,0.559999143,0.211440132,-0.793871778,-0.760372276,"""The leniency, we are all studying different courses which require different amounts of time. In addition many also work part/full time hours on top of uni so this really helps!""","""More past exam questions, things to help with studying""",0.96817595,0.950082003,6,Her understanding of our busy schedules/her dedication to providing as much info as possible.,organising things further in advance however i understand that is near impossible given her circumstance at the moment,1,0,0,0,0,2,0.201266615,0,0,0,0,0,0,0,1,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
268,323,323,-0.127341181,1,08:00.0,R_yDR3j0AU1FERiG5,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,"""The course coordinator, Anne, is really supportive and encouraging. Sheâ€™s super organised and very clear with her instructions. Her weekly announcements on Moodle on what needs to be completed for a week is a really helpful guide for study and what material I need to be up to date on. The other lecturers throughout the course have also been really clear and made difficult concepts easier to understand. Theyâ€™ve done an amazing job communicating complex ideas in a simplified manner. """,More practise questions would be nice especially for the quizzes. Maybe after each topic like after all the enzyme lectures there could be a topic quiz on Moodle. I think this would be helpful for consolidating our learning ,0.96817595,0.950082003,6,Super engaging and lovely. The slides are very clearly and well organised so it makes studying the learning outcomes easier. Her explanations are not overly complicated so I have found Iâ€™m able to understand the explanations well,Nothing :)),1,0,0,0,0,2,0.669598546,1,0,0,0,0,0,0,0,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
269,324,324,-0.127341181,1,08:00.0,R_yDR3j0AU1FERiG5,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,"""The course coordinator, Anne, is really supportive and encouraging. Sheâ€™s super organised and very clear with her instructions. Her weekly announcements on Moodle on what needs to be completed for a week is a really helpful guide for study and what material I need to be up to date on. The other lecturers throughout the course have also been really clear and made difficult concepts easier to understand. Theyâ€™ve done an amazing job communicating complex ideas in a simplified manner. """,More practise questions would be nice especially for the quizzes. Maybe after each topic like after all the enzyme lectures there could be a topic quiz on Moodle. I think this would be helpful for consolidating our learning ,NA,NA,6,I really like the combination of diagrams alongside written explanations on the slides. Itâ€™s helpful to have a written step by step reference for the complex processes ,,1,0,0,0,0,2,0.669598546,1,0,0,0,0,0,0,0,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
270,325,325,-0.180828028,1,21:00.0,R_yju7e3S5ZrWRCal,anonymous,ZH-S,"I agree, start questionnaire",2.011,2.011,12.235,1,I have read the above statement,MATH1131,0.720237486,0.559999143,-0.66564486,1.001920934,0.139223093,NA,NA,-0.804717673,0.021035026,6,NA,NA,0,1,0,0,1,1,0.839901066,1,0,0,0,0,0,0,0,1,STAFF_020,0,1,0,0,1,0,Yes,No,1,0,0,-0.570205203,-0.458480087,-0.345727664,0,STAFF_020 MATH1131
271,326,326,-0.180828028,1,21:00.0,R_yju7e3S5ZrWRCal,anonymous,ZH-S,"I agree, start questionnaire",2.011,2.011,12.235,1,I have read the above statement,MATH1131,0.720237486,0.559999143,-0.66564486,1.001920934,0.139223093,NA,NA,0.081729139,-0.908011951,5,NA,NA,0,1,0,0,1,1,0.839901066,1,0,0,0,0,0,0,0,1,STAFF_032,0,1,0,0,1,0,Yes,Yes - Both,1,0,0,-0.370785843,-1.033264707,-0.345727664,0,STAFF_032 MATH1131
272,327,327,-0.166474213,1,08:00.0,R_YSmtgdUobMK6ALf,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1110,0.720237486,0.559999143,1.088525125,0.104024578,1.038818462,very comprehensive ,"More optional questions, more optional practice - to understand the concepts implementing them is the best way to get the hang of it. Making small intro video on uncertainties would be good. ",NA,NA,5,NA,NA,1,0,0,0,0,1,-0.011611535,0,0,0,0,0,0,0,1,0,STAFF_022,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.969043923,-1.224859581,0,0,STAFF_022 PHYS1110
273,329,329,-0.16571875,1,02:00.0,R_z6j1Bck9fjtJEDn,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1024,0.720237486,-0.831513879,1.088525125,1.001920934,-0.760372276,I like how the lecture videos are set out because they are quite interactive and keep me focused ,I wish there was a bit more information written on the lecture videos than trying to pause it 24/7 to write something that was said,0.96817595,0.950082003,6,They seem passionate about the course which makes me want to do the course,just having a little more information written in the video,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,STAFF_027,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,0.227472236,-0.266885214,0,1,STAFF_027 PSYC1024
274,330,330,-0.151969306,1,54:00.0,R_ZCrE61KRslhn7JT,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC2081,-0.060997312,-2.223026902,-1.542729853,1.001920934,0.139223093,It's flexibility,"""Communication, """,-1.691164484,-0.908011951,5,,,1,0,0,0,0,2,-0.692821617,0,0,0,0,0,0,0,1,0,STAFF_021,1,0,0,0,1,0,Yes,Yes - One,1,0,0,-0.370785843,-0.36268265,-0.345727664,0,STAFF_021 PSYC2081
275,331,331,-0.151969306,1,54:00.0,R_ZCrE61KRslhn7JT,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC2081,-0.060997312,-2.223026902,-1.542729853,1.001920934,0.139223093,It's flexibility,"""Communication, """,-1.691164484,0.021035026,6,,,1,0,0,0,0,2,-0.692821617,0,0,0,0,0,0,0,1,0,STAFF_026,0,1,0,0,1,0,No,No,1,0,0,0.028052876,0.21210197,-0.345727664,0,STAFF_026 PSYC2081
276,332,332,-0.151969306,1,54:00.0,R_ZCrE61KRslhn7JT,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC2081,-0.060997312,-2.223026902,-1.542729853,1.001920934,0.139223093,It's flexibility,"""Communication, """,0.96817595,-0.908011951,5,,,1,0,0,0,0,2,-0.692821617,0,0,0,0,0,0,0,1,0,STAFF_035,0,1,0,0,1,0,No,No,0,1,0,-0.370785843,0.21210197,-0.345727664,0,STAFF_035 PSYC2081
277,333,333,-0.155142254,1,08:00.0,R_zd9oCQpG9K6Yq4h,anonymous,EN,"""I agree, start questionnaire""",2.911999941,2.911999941,6.340000153,1,I have read the above statement,MATH2801,0.720237486,0.559999143,1.088525125,1.001920934,0.139223093,Jakub is a really nice lecturer,More tutorials or guided activities on RStudio - it is sometimes difficult to navigate and play around with it on your own,0.96817595,0.950082003,6,Lectures feel inclusive - Jakub is easy to approach and very friendly,,1,0,0,0,0,4,-0.011611535,1,0,0,0,0,0,0,0,1,STAFF_017,0,1,0,0,1,0,No,No,1,0,0,-0.969043923,-0.937467271,-0.345727664,0,STAFF_017 MATH2801
278,334,334,-0.160430502,1,34:00.0,R_ZesAs6Ufj5ZGUmt,anonymous,EN,"""I agree, start questionnaire""",0.666999996,4.691999912,5.967999935,8,I have read the above statement,BIOC2101,-1.623466907,-0.135757368,-0.66564486,-1.691768134,0.139223093,The format in which information is presented to us ,The format could be more consistent between lecturers,-0.804717673,0.021035026,6,Organised and informed ,Overloading us with info at times ,0,1,0,0,0,2,0.584447286,0,0,0,0,0,1,0,0,1,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,0.23874275,0,STAFF_029 BIOC2101
279,335,335,-0.160430502,1,34:00.0,R_ZesAs6Ufj5ZGUmt,anonymous,EN,"""I agree, start questionnaire""",0.666999996,4.691999912,5.967999935,8,I have read the above statement,BIOC2101,-1.623466907,-0.135757368,-0.66564486,-1.691768134,0.139223093,The format in which information is presented to us ,The format could be more consistent between lecturers,0.081729139,-0.908011951,6,Their enthusiasm and encouragement,Being more succinct,0,1,0,0,0,2,0.584447286,0,0,0,0,0,1,0,0,1,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,0.23874275,0,STAFF_04 BIOC2101
280,336,336,-0.147889801,1,04:00.0,R_ZFdmZROCFgFoUuZ,anonymous,ZH-S,"I agree, start questionnaire",6.843,6.843,7.889,1,I have read the above statement,PHYS1160,0.720237486,0.559999143,-0.66564486,1.001920934,0.139223093,the activities after each lesson,the explain video is a little bit short,0.96817595,0.950082003,5,the feed back after the group discussion,explain more material rather than just let student go through the material,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,STAFF_05,0,1,0,0,1,0,No,No,1,0,0,-1.168463283,-1.033264707,-0.345727664,1,STAFF_05 PHYS1160
281,337,337,-0.168287327,1,07:00.0,R_zTMBnYfadUFyCtj,anonymous,EN,"I agree, start questionnaire",11.1,11.1,17.547,1,I have read the above statement,MATH1081,-0.842232109,-0.135757368,0.211440132,0.104024578,0.139223093,NA,NA,-0.804717673,-0.908011951,4,NA,NA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,-0.345727664,1,STAFF_08 MATH1081
